transaction_id,order_id,product_id,quantity,total_amount,discount_code_used,discount_value,shipping_cost,total_payable,return_stat,return_date
TX1631,ORD1631,P1343,3,48.0,Yes,5.31,6.78,49.47,Not Returned,
TX1632,ORD1632,P1116,3,379.32,No,0.0,11.26,390.58,Not Returned,
TX1632,ORD1632,P1120,1,28.62,No,0.0,17.77,46.39,Not Returned,
TX1633,ORD1633,P1097,1,102.45,No,0.0,23.62,126.07,Not Returned,
TX1633,ORD1633,P1712,2,469.3,No,0.0,17.25,486.55,Not Returned,
TX1633,ORD1633,P1292,2,232.82,Yes,68.44,18.53,182.91,Not Returned,
TX1634,ORD1634,P1067,3,139.65,Yes,41.88,3.42,101.19,Not Returned,
TX1634,ORD1634,P1789,3,414.24,Yes,92.41,9.83,331.66,Not Returned,
TX1634,ORD1634,P1284,1,199.79,Yes,22.0,11.5,189.29,Not Returned,
TX1635,ORD1635,P1842,2,128.14,Yes,33.0,21.65,116.79,Not Returned,
TX1635,ORD1635,P1862,3,46.62,Yes,7.56,18.47,57.53,Not Returned,
TX1636,ORD1636,P1502,2,909.18,Yes,189.0,5.18,725.36,Not Returned,
TX1636,ORD1636,P1161,2,77.58,No,0.0,20.24,97.82,Not Returned,
TX1637,ORD1637,P1919,1,39.24,No,0.0,1.62,40.86,Not Returned,
TX1637,ORD1637,P1592,3,199.62,No,0.0,1.17,200.79,Not Returned,
TX1637,ORD1637,P1638,3,1000.92,Yes,139.01,3.65,865.56,Not Returned,
TX1638,ORD1638,P1821,2,170.52,No,0.0,17.42,187.94,Not Returned,
TX1638,ORD1638,P1990,3,1114.98,No,0.0,18.42,1133.4,Not Returned,
TX1639,ORD1639,P1664,3,253.38,No,0.0,14.84,268.22,Not Returned,
TX1639,ORD1639,P1283,1,271.46,Yes,68.42,7.6,210.64,Not Returned,
TX1640,ORD1640,P1886,3,109.32,Yes,25.21,13.51,97.62,Returned,2025-03-17 00:49:31
TX1640,ORD1640,P1688,1,28.77,Yes,8.45,15.72,36.04,Not Returned,
TX1641,ORD1641,P1513,1,74.21,Yes,10.25,18.85,82.81,Not Returned,
TX1641,ORD1641,P1628,2,131.84,No,0.0,14.42,146.26,Not Returned,
TX1641,ORD1641,P1279,1,29.0,Yes,4.67,0.81,25.14,Not Returned,
TX1642,ORD1642,P1242,1,260.27,Yes,63.14,21.26,218.39,Returned,2025-05-30 03:43:34
TX1642,ORD1642,P1341,2,211.54,No,0.0,2.33,213.87,Not Returned,
TX1642,ORD1642,P1610,1,46.82,No,0.0,15.61,62.43,Returned,2025-06-01 03:43:34
TX1643,ORD1643,P1490,2,47.66,No,0.0,17.1,64.76,Not Returned,
TX1643,ORD1643,P1024,2,261.1,Yes,54.31,5.59,212.38,Not Returned,
TX1644,ORD1644,P1173,2,277.04,No,0.0,16.03,293.07,Not Returned,
TX1644,ORD1644,P1515,1,28.88,No,0.0,1.48,30.36,Not Returned,
TX1645,ORD1645,P1073,2,43.02,No,0.0,8.72,51.74,Not Returned,
TX1645,ORD1645,P1317,2,60.28,Yes,13.55,17.47,64.2,Returned,2025-04-11 18:30:12
TX1645,ORD1645,P1867,1,32.16,No,0.0,14.22,46.38,Not Returned,
TX1646,ORD1646,P1233,3,64.02,Yes,12.44,6.64,58.22,Returned,2025-04-21 04:37:52
TX1646,ORD1646,P1488,1,98.88,No,0.0,24.37,123.25,Not Returned,
TX1647,ORD1647,P1781,3,154.95,No,0.0,1.74,156.69,Not Returned,
TX1647,ORD1647,P1727,2,66.76,No,0.0,9.46,76.22,Not Returned,
TX1648,ORD1648,P1251,3,53.49,No,0.0,2.61,56.1,Not Returned,
TX1648,ORD1648,P1696,3,289.23,Yes,39.39,7.61,257.45,Not Returned,
TX1648,ORD1648,P1484,3,274.95,No,0.0,15.18,290.13,Not Returned,
TX1649,ORD1649,P1967,2,351.16,No,0.0,24.93,376.09,Not Returned,
TX1650,ORD1650,P1675,2,222.92,Yes,49.62,8.16,181.46,Not Returned,
TX1650,ORD1650,P1693,1,47.07,No,0.0,18.39,65.46,Not Returned,
TX1651,ORD1651,P1575,2,94.26,No,0.0,1.7,95.96,Not Returned,
TX1651,ORD1651,P1984,3,96.21,Yes,22.13,23.27,97.35,Not Returned,
TX1651,ORD1651,P1577,3,368.76,Yes,41.45,8.94,336.25,Not Returned,
TX1652,ORD1652,P1754,3,563.4,Yes,62.61,20.84,521.63,Not Returned,
TX1652,ORD1652,P1605,1,72.3,Yes,10.97,8.05,69.38,Not Returned,
TX1653,ORD1653,P1409,2,125.5,No,0.0,2.73,128.23,Not Returned,
TX1653,ORD1653,P1822,3,306.3,Yes,72.63,19.64,253.31,Not Returned,
TX1653,ORD1653,P1897,2,77.44,No,0.0,21.91,99.35,Not Returned,
TX1654,ORD1654,P1135,1,115.23,No,0.0,17.12,132.35,Not Returned,
TX1654,ORD1654,P1488,1,98.88,Yes,29.42,12.43,81.89,Not Returned,
TX1655,ORD1655,P1852,1,156.82,Yes,19.78,2.95,139.99,Not Returned,
TX1655,ORD1655,P1382,2,103.78,No,0.0,10.17,113.95,Not Returned,
TX1656,ORD1656,P1599,2,885.52,Yes,240.79,21.34,666.07,Not Returned,
TX1656,ORD1656,P1626,3,35.85,No,0.0,9.2,45.05,Not Returned,
TX1656,ORD1656,P1330,3,871.83,Yes,102.83,22.91,791.91,Not Returned,
TX1657,ORD1657,P1134,1,23.17,Yes,6.27,15.91,32.81,Not Returned,
TX1658,ORD1658,P1260,1,119.72,Yes,19.02,3.38,104.08,Returned,2025-04-05 07:06:05
TX1658,ORD1658,P1376,2,413.38,No,0.0,5.52,418.9,Not Returned,
TX1659,ORD1659,P1301,3,100.71,No,0.0,24.19,124.9,Not Returned,
TX1659,ORD1659,P1708,3,1317.51,Yes,326.3,3.82,995.03,Not Returned,
TX1659,ORD1659,P1866,1,161.6,No,0.0,7.64,169.24,Not Returned,
TX1660,ORD1660,P1004,3,60.48,Yes,11.36,6.66,55.78,Not Returned,
TX1660,ORD1660,P1713,3,11.76,Yes,3.34,13.9,22.32,Not Returned,
TX1660,ORD1660,P1106,2,169.32,No,0.0,3.55,172.87,Not Returned,
TX1661,ORD1661,P1432,3,529.59,Yes,62.6,19.38,486.37,Not Returned,
TX1661,ORD1661,P1007,3,147.12,Yes,31.08,23.34,139.38,Not Returned,
TX1661,ORD1661,P1097,1,102.45,Yes,25.32,23.55,100.68,Returned,2025-05-29 23:29:59
TX1662,ORD1662,P1658,1,479.09,Yes,127.01,10.17,362.25,Returned,2025-05-19 00:54:00
TX1662,ORD1662,P1314,3,360.33,Yes,55.48,3.9,308.75,Not Returned,
TX1663,ORD1663,P1887,1,464.59,No,0.0,15.05,479.64,Not Returned,
TX1663,ORD1663,P1263,1,220.37,Yes,26.03,5.83,200.17,Not Returned,
TX1664,ORD1664,P1177,2,233.38,No,0.0,18.55,251.93,Not Returned,
TX1664,ORD1664,P1628,2,131.84,No,0.0,16.83,148.67,Not Returned,
TX1665,ORD1665,P1431,1,29.56,No,0.0,11.57,41.13,Returned,2025-05-02 09:08:05
TX1666,ORD1666,P1428,3,33.78,No,0.0,17.24,51.02,Not Returned,
TX1666,ORD1666,P1008,3,84.06,Yes,11.64,17.35,89.77,Not Returned,
TX1666,ORD1666,P1360,1,414.69,No,0.0,0.52,415.21,Not Returned,
TX1667,ORD1667,P1068,2,40.24,Yes,8.31,2.71,34.64,Not Returned,
TX1668,ORD1668,P1836,2,553.92,No,0.0,1.43,555.35,Returned,2025-03-27 23:09:21
TX1669,ORD1669,P1112,3,41.94,No,0.0,24.32,66.26,Not Returned,
TX1669,ORD1669,P1876,3,219.99,No,0.0,17.04,237.03,Not Returned,
TX1669,ORD1669,P1183,1,86.5,No,0.0,4.75,91.25,Not Returned,
TX1670,ORD1670,P1438,3,212.22,Yes,43.45,18.71,187.48,Not Returned,
TX1671,ORD1671,P1872,1,10.48,No,0.0,9.15,19.63,Not Returned,
TX1671,ORD1671,P1122,1,148.36,Yes,21.14,9.46,136.68,Not Returned,
TX1671,ORD1671,P1044,2,451.4,No,0.0,12.87,464.27,Not Returned,
TX1672,ORD1672,P1792,1,64.85,Yes,11.93,0.89,53.81,Not Returned,
TX1672,ORD1672,P1778,1,14.14,Yes,2.57,18.98,30.55,Not Returned,
TX1672,ORD1672,P1869,1,13.54,Yes,2.25,15.83,27.12,Not Returned,
TX1673,ORD1673,P1048,1,33.25,Yes,9.62,16.58,40.21,Not Returned,
TX1673,ORD1673,P1531,2,58.42,Yes,8.89,0.37,49.9,Not Returned,
TX1673,ORD1673,P1378,2,866.2,No,0.0,12.31,878.51,Not Returned,
TX1674,ORD1674,P1281,2,252.2,Yes,30.22,2.0,223.98,Not Returned,
TX1674,ORD1674,P1963,3,215.79,No,0.0,17.45,233.24,Not Returned,
TX1674,ORD1674,P1339,1,194.18,No,0.0,2.25,196.43,Not Returned,
TX1675,ORD1675,P1454,3,1405.65,Yes,327.46,3.42,1081.61,Not Returned,
TX1676,ORD1676,P1105,1,216.78,No,0.0,3.42,220.2,Not Returned,
TX1676,ORD1676,P1516,2,124.74,Yes,14.05,24.0,134.69,Not Returned,
TX1677,ORD1677,P1693,1,47.07,No,0.0,12.06,59.13,Not Returned,
TX1677,ORD1677,P1169,3,108.27,Yes,25.41,8.8,91.66,Not Returned,
TX1677,ORD1677,P1600,3,147.69,Yes,27.89,15.73,135.53,Not Returned,
TX1678,ORD1678,P1926,2,85.78,Yes,10.25,5.06,80.59,Not Returned,
TX1678,ORD1678,P1814,3,138.15,Yes,29.26,16.72,125.61,Not Returned,
TX1678,ORD1678,P1713,3,11.76,Yes,1.22,6.02,16.56,Not Returned,
TX1679,ORD1679,P1198,3,643.44,Yes,106.45,13.68,550.67,Not Returned,
TX1680,ORD1680,P1418,3,182.7,Yes,47.19,23.38,158.89,Not Returned,
TX1680,ORD1680,P1748,3,35.85,No,0.0,22.68,58.53,Not Returned,
TX1681,ORD1681,P1260,1,119.72,Yes,25.48,20.44,114.68,Not Returned,
TX1681,ORD1681,P1356,3,136.11,No,0.0,12.77,148.88,Not Returned,
TX1682,ORD1682,P1634,1,109.68,Yes,24.56,12.79,97.91,Not Returned,
TX1682,ORD1682,P1826,2,140.3,Yes,30.72,17.24,126.82,Returned,2025-05-01 20:17:58
TX1682,ORD1682,P1819,2,912.8,No,0.0,12.4,925.2,Not Returned,
TX1683,ORD1683,P1931,1,283.15,Yes,81.51,3.18,204.82,Not Returned,
TX1684,ORD1684,P1612,3,229.14,Yes,27.24,17.0,218.9,Not Returned,
TX1684,ORD1684,P1519,2,136.6,No,0.0,3.69,140.29,Not Returned,
TX1684,ORD1684,P1667,2,97.46,No,0.0,9.81,107.27,Not Returned,
TX1685,ORD1685,P1897,1,38.72,No,0.0,21.97,60.69,Not Returned,
TX1685,ORD1685,P1367,3,314.1,Yes,39.03,10.71,285.78,Not Returned,
TX1686,ORD1686,P1781,2,103.3,Yes,11.55,10.64,102.39,Not Returned,
TX1686,ORD1686,P1491,2,389.46,No,0.0,9.36,398.82,Not Returned,
TX1687,ORD1687,P1512,1,86.19,Yes,19.23,5.87,72.83,Not Returned,
TX1688,ORD1688,P1250,2,328.6,Yes,46.0,17.58,300.18,Not Returned,
TX1689,ORD1689,P1824,1,20.99,Yes,5.43,20.31,35.87,Not Returned,
TX1689,ORD1689,P1059,3,14.22,No,0.0,4.51,18.73,Not Returned,
TX1689,ORD1689,P1217,3,236.28,No,0.0,3.99,240.27,Not Returned,
TX1690,ORD1690,P1858,1,43.03,Yes,4.65,16.25,54.63,Not Returned,
TX1691,ORD1691,P1568,2,169.8,No,0.0,2.73,172.53,Not Returned,
TX1692,ORD1692,P1609,2,51.08,Yes,12.43,2.86,41.51,Not Returned,
TX1692,ORD1692,P1626,1,11.95,No,0.0,16.52,28.47,Returned,2025-04-25 08:50:42
TX1693,ORD1693,P1215,2,279.44,Yes,60.78,22.12,240.78,Returned,2025-05-09 18:32:04
TX1693,ORD1693,P1522,2,259.26,No,0.0,14.93,274.19,Not Returned,
TX1693,ORD1693,P1411,1,30.1,No,0.0,8.71,38.81,Not Returned,
TX1694,ORD1694,P1307,1,51.4,Yes,10.5,0.49,41.39,Not Returned,
TX1694,ORD1694,P1376,1,206.69,Yes,27.38,16.14,195.45,Not Returned,
TX1695,ORD1695,P1623,2,45.84,No,0.0,3.15,48.99,Not Returned,
TX1695,ORD1695,P1136,3,151.38,No,0.0,19.85,171.23,Not Returned,
TX1695,ORD1695,P1102,1,50.48,Yes,7.58,21.29,64.19,Not Returned,
TX1696,ORD1696,P1405,2,177.12,Yes,28.7,6.66,155.08,Not Returned,
TX1697,ORD1697,P1563,3,203.13,No,0.0,15.67,218.8,Not Returned,
TX1698,ORD1698,P1840,2,299.0,No,0.0,19.8,318.8,Not Returned,
TX1698,ORD1698,P1783,2,273.36,Yes,50.84,24.55,247.07,Not Returned,
TX1699,ORD1699,P1301,1,33.57,Yes,3.53,2.24,32.28,Not Returned,
TX1700,ORD1700,P1331,3,470.04,Yes,97.56,9.09,381.57,Not Returned,
TX1701,ORD1701,P1598,1,10.01,No,0.0,20.56,30.57,Not Returned,
TX1702,ORD1702,P1572,1,39.52,Yes,6.2,23.13,56.45,Not Returned,
TX1702,ORD1702,P1843,3,294.75,Yes,68.3,18.4,244.85,Not Returned,
TX1703,ORD1703,P1804,2,248.56,Yes,59.97,12.23,200.82,Not Returned,
TX1703,ORD1703,P1006,1,76.14,Yes,10.5,18.38,84.02,Not Returned,
TX1703,ORD1703,P1024,1,130.55,No,0.0,11.61,142.16,Not Returned,
TX1704,ORD1704,P1859,2,82.28,No,0.0,22.24,104.52,Not Returned,
TX1704,ORD1704,P1872,1,10.48,Yes,2.45,22.72,30.75,Not Returned,
TX1704,ORD1704,P1183,1,86.5,No,0.0,24.48,110.98,Not Returned,
TX1705,ORD1705,P1509,3,146.13,Yes,40.84,5.48,110.77,Not Returned,
TX1705,ORD1705,P1319,1,16.09,Yes,3.33,24.74,37.5,Not Returned,
TX1705,ORD1705,P1115,1,26.52,Yes,3.69,6.45,29.28,Not Returned,
TX1706,ORD1706,P1373,1,143.46,Yes,25.64,24.59,142.41,Not Returned,
TX1706,ORD1706,P1358,2,108.62,Yes,25.36,13.65,96.91,Not Returned,
TX1706,ORD1706,P1497,3,59.91,No,0.0,9.75,69.66,Returned,2025-05-11 14:05:39
TX1707,ORD1707,P1946,2,309.48,No,0.0,14.84,324.32,Not Returned,
TX1708,ORD1708,P1258,3,145.08,No,0.0,16.17,161.25,Returned,2025-03-31 02:50:56
TX1709,ORD1709,P1080,1,44.91,Yes,6.1,21.16,59.97,Returned,2025-03-23 10:01:29
TX1709,ORD1709,P1563,1,67.71,No,0.0,1.02,68.73,Not Returned,
TX1709,ORD1709,P1500,2,87.0,Yes,24.18,4.49,67.31,Returned,2025-03-29 10:01:29
TX1710,ORD1710,P1921,1,14.76,No,0.0,6.32,21.08,Not Returned,
TX1710,ORD1710,P1168,3,164.37,No,0.0,22.78,187.15,Not Returned,
TX1710,ORD1710,P1689,3,66.84,No,0.0,11.38,78.22,Not Returned,
TX1711,ORD1711,P1505,1,43.86,Yes,6.47,7.07,44.46,Returned,2025-03-22 07:45:42
TX1712,ORD1712,P1523,3,120.72,No,0.0,17.66,138.38,Not Returned,
TX1712,ORD1712,P1477,3,204.63,No,0.0,12.07,216.7,Not Returned,
TX1713,ORD1713,P1628,3,197.76,No,0.0,24.76,222.52,Not Returned,
TX1713,ORD1713,P1823,1,137.08,Yes,38.94,21.06,119.2,Not Returned,
TX1713,ORD1713,P1810,1,39.74,No,0.0,22.06,61.8,Not Returned,
TX1714,ORD1714,P1218,1,26.01,Yes,3.54,3.44,25.91,Not Returned,
TX1714,ORD1714,P1654,2,89.32,No,0.0,15.41,104.73,Not Returned,
TX1714,ORD1714,P1870,3,255.48,No,0.0,8.43,263.91,Not Returned,
TX1715,ORD1715,P1884,1,87.87,Yes,26.09,3.91,65.69,Not Returned,
TX1715,ORD1715,P1475,1,55.64,Yes,13.33,2.12,44.43,Not Returned,
TX1715,ORD1715,P1735,2,123.26,No,0.0,14.74,138.0,Not Returned,
TX1716,ORD1716,P1759,3,185.49,Yes,20.17,22.43,187.75,Returned,2025-05-12 06:50:15
TX1717,ORD1717,P1407,3,281.34,No,0.0,11.56,292.9,Not Returned,
TX1717,ORD1717,P1697,2,479.08,Yes,56.37,24.4,447.11,Not Returned,
TX1717,ORD1717,P1431,3,88.68,Yes,12.58,9.29,85.39,Not Returned,
TX1718,ORD1718,P1537,3,128.28,Yes,26.61,15.76,117.43,Not Returned,
TX1719,ORD1719,P1020,1,77.55,Yes,8.97,4.71,73.29,Not Returned,
TX1720,ORD1720,P1654,2,89.32,Yes,24.67,22.37,87.02,Not Returned,
TX1720,ORD1720,P1808,3,281.85,Yes,82.4,9.21,208.66,Not Returned,
TX1721,ORD1721,P1833,1,7.51,Yes,1.57,5.91,11.85,Not Returned,
TX1722,ORD1722,P1989,2,34.38,Yes,3.75,6.64,37.27,Not Returned,
TX1723,ORD1723,P1001,3,347.22,Yes,90.04,0.6,257.78,Not Returned,
TX1723,ORD1723,P1802,1,27.63,No,0.0,5.32,32.95,Not Returned,
TX1724,ORD1724,P1474,2,102.86,No,0.0,7.88,110.74,Returned,2025-05-28 18:10:52
TX1725,ORD1725,P1879,2,587.92,Yes,131.84,15.24,471.32,Returned,2025-04-02 01:24:48
TX1726,ORD1726,P1934,1,72.91,Yes,8.29,5.23,69.85,Not Returned,
TX1726,ORD1726,P1040,3,261.84,No,0.0,19.06,280.9,Not Returned,
TX1727,ORD1727,P1086,3,266.55,No,0.0,8.4,274.95,Not Returned,
TX1727,ORD1727,P1596,3,10.8,Yes,1.84,19.61,28.57,Not Returned,
TX1727,ORD1727,P1752,3,111.48,Yes,16.37,10.67,105.78,Not Returned,
TX1728,ORD1728,P1179,3,415.08,No,0.0,22.65,437.73,Not Returned,
TX1728,ORD1728,P1199,3,134.01,Yes,39.7,17.32,111.63,Not Returned,
TX1729,ORD1729,P1560,2,183.1,Yes,26.95,6.6,162.75,Not Returned,
TX1729,ORD1729,P1117,3,40.44,No,0.0,5.81,46.25,Returned,2025-04-28 19:32:40
TX1730,ORD1730,P1837,1,3.79,No,0.0,5.16,8.95,Not Returned,
TX1730,ORD1730,P1188,1,96.92,Yes,29.03,10.06,77.95,Returned,2025-03-17 06:23:26
TX1730,ORD1730,P1057,1,29.14,No,0.0,2.79,31.93,Returned,2025-03-17 06:23:26
TX1731,ORD1731,P1631,3,247.89,No,0.0,1.15,249.04,Not Returned,
TX1731,ORD1731,P1294,1,52.31,No,0.0,8.76,61.07,Not Returned,
TX1732,ORD1732,P1673,1,25.01,No,0.0,1.58,26.59,Not Returned,
TX1732,ORD1732,P1385,2,26.04,No,0.0,11.71,37.75,Not Returned,
TX1733,ORD1733,P1369,3,148.74,Yes,36.28,22.28,134.74,Not Returned,
TX1733,ORD1733,P1092,2,61.52,No,0.0,20.78,82.3,Not Returned,
TX1734,ORD1734,P1708,1,439.17,Yes,91.76,1.52,348.93,Not Returned,
TX1735,ORD1735,P1333,3,177.63,Yes,28.66,23.35,172.32,Not Returned,
TX1735,ORD1735,P1691,2,24.12,Yes,6.76,13.01,30.37,Not Returned,
TX1735,ORD1735,P1783,3,410.04,Yes,47.87,15.42,377.59,Not Returned,
TX1736,ORD1736,P1997,2,140.8,No,0.0,11.65,152.45,Not Returned,
TX1737,ORD1737,P1235,1,121.0,No,0.0,5.09,126.09,Not Returned,
TX1737,ORD1737,P1525,3,64.98,Yes,16.41,0.64,49.21,Not Returned,
TX1737,ORD1737,P1649,2,85.0,Yes,18.8,13.59,79.79,Not Returned,
TX1738,ORD1738,P1921,1,14.76,No,0.0,23.13,37.89,Returned,2025-03-06 21:36:38
TX1738,ORD1738,P1672,3,447.24,Yes,117.58,7.33,336.99,Not Returned,
TX1739,ORD1739,P1579,3,197.79,Yes,44.02,9.27,163.04,Not Returned,
TX1739,ORD1739,P1363,3,960.72,No,0.0,14.02,974.74,Not Returned,
TX1740,ORD1740,P1041,2,583.7,Yes,98.87,9.75,494.58,Not Returned,
TX1741,ORD1741,P1433,1,92.83,No,0.0,10.1,102.93,Not Returned,
TX1741,ORD1741,P1451,3,511.56,No,0.0,17.97,529.53,Not Returned,
TX1741,ORD1741,P1897,3,116.16,No,0.0,22.57,138.73,Not Returned,
TX1742,ORD1742,P1416,1,6.35,No,0.0,16.88,23.23,Not Returned,
TX1742,ORD1742,P1629,1,3.88,No,0.0,4.26,8.14,Not Returned,
TX1743,ORD1743,P1610,3,140.46,No,0.0,1.77,142.23,Not Returned,
TX1743,ORD1743,P1554,1,88.42,Yes,15.51,7.0,79.91,Returned,2025-03-17 08:53:16
TX1744,ORD1744,P1614,2,326.7,Yes,62.7,11.2,275.2,Not Returned,
TX1745,ORD1745,P1871,1,126.47,No,0.0,6.45,132.92,Not Returned,
TX1745,ORD1745,P1156,1,25.41,No,0.0,6.18,31.59,Not Returned,
TX1745,ORD1745,P1065,1,94.55,No,0.0,15.01,109.56,Not Returned,
TX1746,ORD1746,P1304,1,486.59,No,0.0,23.67,510.26,Not Returned,
TX1747,ORD1747,P1307,1,51.4,Yes,6.49,2.95,47.86,Returned,2025-04-13 14:06:44
TX1748,ORD1748,P1849,3,346.47,Yes,95.52,0.98,251.93,Not Returned,
TX1748,ORD1748,P1656,1,59.45,Yes,12.34,8.05,55.16,Not Returned,
TX1749,ORD1749,P1502,3,1363.77,Yes,191.06,19.38,1192.09,Not Returned,
TX1749,ORD1749,P1160,1,4.18,No,0.0,5.15,9.33,Not Returned,
TX1750,ORD1750,P1136,3,151.38,No,0.0,21.69,173.07,Not Returned,
TX1750,ORD1750,P1540,1,72.05,Yes,17.03,0.62,55.64,Not Returned,
TX1751,ORD1751,P1311,3,1244.97,Yes,176.34,17.4,1086.03,Not Returned,
TX1752,ORD1752,P1689,3,66.84,Yes,16.42,15.01,65.43,Not Returned,
TX1753,ORD1753,P1555,2,245.9,No,0.0,8.81,254.71,Returned,2025-04-25 21:06:43
TX1753,ORD1753,P1153,2,695.06,No,0.0,9.11,704.17,Not Returned,
TX1754,ORD1754,P1657,2,138.62,No,0.0,3.38,142.0,Returned,2025-05-12 08:32:52
TX1755,ORD1755,P1227,3,648.84,Yes,75.76,6.8,579.88,Not Returned,
TX1756,ORD1756,P1450,3,220.95,Yes,48.32,23.28,195.91,Not Returned,
TX1756,ORD1756,P1937,2,628.72,Yes,180.05,3.41,452.08,Not Returned,
TX1756,ORD1756,P1430,1,52.45,No,0.0,23.54,75.99,Not Returned,
TX1757,ORD1757,P1067,3,139.65,No,0.0,15.78,155.43,Not Returned,
TX1758,ORD1758,P1069,2,131.86,Yes,18.16,10.6,124.3,Not Returned,
TX1758,ORD1758,P1610,2,93.64,No,0.0,10.37,104.01,Not Returned,
TX1759,ORD1759,P1137,3,1130.91,No,0.0,10.05,1140.96,Not Returned,
TX1759,ORD1759,P1031,3,129.09,No,0.0,23.35,152.44,Not Returned,
TX1759,ORD1759,P1632,3,233.67,Yes,26.63,21.58,228.62,Returned,2025-04-06 19:52:22
TX1760,ORD1760,P1812,3,57.0,Yes,15.55,23.39,64.84,Not Returned,
TX1761,ORD1761,P1749,3,179.01,No,0.0,12.86,191.87,Not Returned,
TX1762,ORD1762,P1679,3,45.09,Yes,4.77,9.15,49.47,Returned,2025-05-25 00:21:05
TX1762,ORD1762,P1752,3,111.48,No,0.0,11.22,122.7,Returned,2025-05-25 00:21:05
TX1762,ORD1762,P1149,3,114.78,Yes,14.07,4.73,105.44,Not Returned,
TX1763,ORD1763,P1956,2,89.62,Yes,21.3,2.28,70.6,Not Returned,
TX1763,ORD1763,P1431,1,29.56,No,0.0,1.42,30.98,Not Returned,
TX1764,ORD1764,P1086,1,88.85,Yes,24.91,3.85,67.79,Returned,2025-05-28 06:21:35
TX1764,ORD1764,P1828,3,96.66,Yes,15.82,20.4,101.24,Returned,2025-05-23 06:21:35
TX1764,ORD1764,P1935,1,86.05,No,0.0,1.26,87.31,Not Returned,
TX1765,ORD1765,P1817,3,69.12,No,0.0,21.16,90.28,Not Returned,
TX1766,ORD1766,P1410,2,65.38,Yes,15.41,14.14,64.11,Not Returned,
TX1766,ORD1766,P1550,2,308.54,No,0.0,12.01,320.55,Not Returned,
TX1767,ORD1767,P1032,1,10.3,No,0.0,1.62,11.92,Returned,2025-04-30 11:55:08
TX1767,ORD1767,P1440,2,32.22,No,0.0,11.06,43.28,Not Returned,
TX1767,ORD1767,P1540,1,72.05,Yes,18.72,5.21,58.54,Not Returned,
TX1768,ORD1768,P1276,2,65.98,No,0.0,17.08,83.06,Not Returned,
TX1768,ORD1768,P1015,3,129.24,No,0.0,22.85,152.09,Not Returned,
TX1768,ORD1768,P1715,2,75.66,No,0.0,21.17,96.83,Not Returned,
TX1769,ORD1769,P1521,2,442.06,Yes,50.5,18.52,410.08,Not Returned,
TX1769,ORD1769,P1407,2,187.56,No,0.0,5.82,193.38,Not Returned,
TX1769,ORD1769,P1788,3,405.48,No,0.0,11.15,416.63,Not Returned,
TX1770,ORD1770,P1715,2,75.66,Yes,19.69,23.23,79.2,Returned,2025-03-23 06:47:38
TX1771,ORD1771,P1149,2,76.52,No,0.0,16.4,92.92,Returned,2025-05-05 00:26:08
TX1771,ORD1771,P1846,1,13.29,No,0.0,9.26,22.55,Not Returned,
TX1772,ORD1772,P1315,1,93.72,No,0.0,5.56,99.28,Returned,2025-05-06 11:13:45
TX1773,ORD1773,P1278,3,211.02,No,0.0,18.71,229.73,Not Returned,
TX1773,ORD1773,P1527,3,185.34,No,0.0,19.81,205.15,Not Returned,
TX1773,ORD1773,P1876,1,73.33,No,0.0,14.56,87.89,Not Returned,
TX1774,ORD1774,P1346,3,31.08,Yes,4.33,22.2,48.95,Not Returned,
TX1774,ORD1774,P1182,1,13.04,No,0.0,11.2,24.24,Not Returned,
TX1774,ORD1774,P1015,1,43.08,No,0.0,24.38,67.46,Not Returned,
TX1775,ORD1775,P1769,1,22.04,No,0.0,24.61,46.65,Not Returned,
TX1775,ORD1775,P1450,1,73.65,No,0.0,22.09,95.74,Not Returned,
TX1776,ORD1776,P1256,3,64.14,No,0.0,12.99,77.13,Not Returned,
TX1776,ORD1776,P1237,2,165.32,No,0.0,17.83,183.15,Not Returned,
TX1776,ORD1776,P1063,2,633.26,Yes,172.54,17.59,478.31,Returned,2025-03-21 23:41:45
TX1777,ORD1777,P1142,1,115.49,No,0.0,7.53,123.02,Not Returned,
TX1778,ORD1778,P1221,1,399.42,No,0.0,1.85,401.27,Not Returned,
TX1778,ORD1778,P1872,1,10.48,Yes,2.8,22.16,29.84,Not Returned,
TX1779,ORD1779,P1952,1,45.16,Yes,12.61,7.66,40.21,Returned,2025-05-30 19:24:37
TX1779,ORD1779,P1898,1,211.14,Yes,22.23,21.13,210.04,Not Returned,
TX1780,ORD1780,P1526,2,73.12,No,0.0,12.6,85.72,Not Returned,
TX1780,ORD1780,P1808,1,93.95,Yes,26.97,8.78,75.76,Not Returned,
TX1781,ORD1781,P1013,2,79.4,No,0.0,21.91,101.31,Not Returned,
TX1782,ORD1782,P1011,1,81.13,Yes,8.38,16.34,89.09,Not Returned,
TX1783,ORD1783,P1213,1,113.67,No,0.0,16.84,130.51,Returned,2025-05-27 15:38:21
TX1783,ORD1783,P1999,1,14.46,Yes,2.38,15.88,27.96,Not Returned,
TX1783,ORD1783,P1496,3,522.33,No,0.0,1.95,524.28,Not Returned,
TX1784,ORD1784,P1455,3,99.99,No,0.0,18.37,118.36,Not Returned,
TX1785,ORD1785,P1390,3,371.55,Yes,96.4,18.85,294.0,Not Returned,
TX1785,ORD1785,P1903,1,169.1,Yes,38.61,5.06,135.55,Returned,2025-04-22 19:52:39
