campaign_id,channel,touchpoint_type,touch_date,campaign_medium,utm_source,utm_campaign,touchpoint_status,conversion_flag,time_to_conversion,creative_id,segment_id,frequency,reach,click_through_rate,cost_per_click,landing_page_url
CAM1000,display,banner,2025-03-06 16:53:34,cpc,mailchimp,utm_238,seen,0,,CR625,S863,2,3972,0.089,1.33,http://www.bolton.com/
CAM1004,display,video,2025-05-10 04:10:31,cpm,mailchimp,utm_370,clicked,0,,CR190,S414,2,5751,0.131,2.41,http://watts-riley.info/
CAM1004,search,banner,2025-04-12 06:24:13,cpv,mailchimp,utm_753,seen,0,,CR231,S924,5,8133,0.18,4.78,https://www.barnett.com/
CAM1001,email,popup,2025-05-08 20:20:52,cpv,google,utm_808,seen,0,,CR192,S170,1,1307,0.187,2.79,http://johnson.com/
CAM1006,search,text,2025-03-05 17:58:25,cpv,google,utm_862,seen,0,,CR659,S886,3,6777,0.162,4.48,http://lopez-jimenez.biz/
CAM1005,email,popup,2025-05-16 02:12:39,cpc,facebook,utm_188,converted,1,37.0,CR192,S644,4,8116,0.035,3.04,https://cabrera.biz/
CAM1006,search,banner,2025-05-03 22:11:39,cpc,linkedin,utm_932,seen,0,,CR195,S560,3,7091,0.098,2.27,https://www.booth.com/
CAM1005,search,popup,2025-04-10 08:53:11,cpv,google,utm_840,seen,0,,CR131,S196,4,7870,0.088,2.43,http://hernandez-henson.com/
CAM1005,email,banner,2025-04-19 18:52:27,cpc,mailchimp,utm_733,seen,0,,CR116,S140,4,2634,0.127,1.17,https://le.com/
CAM1004,search,popup,2025-05-14 20:14:01,cpm,facebook,utm_366,seen,0,,CR437,S127,1,1838,0.043,1.38,http://cooper.com/
CAM1006,social,video,2025-04-16 21:00:06,cpv,google,utm_513,converted,1,47.0,CR640,S376,5,7279,0.049,0.24,http://www.cook.net/
CAM1006,social,text,2025-03-27 13:10:31,cpv,google,utm_769,seen,0,,CR951,S846,4,9299,0.075,2.38,https://www.carrillo-simon.com/
CAM1002,social,text,2025-04-14 04:06:58,cpm,linkedin,utm_466,clicked,0,,CR354,S354,4,5373,0.194,0.83,https://mitchell.biz/
CAM1003,search,popup,2025-04-27 05:12:56,cpm,facebook,utm_466,clicked,0,,CR855,S719,2,6344,0.08,1.26,http://hickman-sloan.org/
CAM1007,display,popup,2025-04-25 12:37:05,cpm,google,utm_193,clicked,0,,CR364,S951,4,2641,0.068,4.52,http://walker.com/
CAM1007,social,popup,2025-05-19 07:08:00,cpv,google,utm_890,converted,1,15.0,CR856,S887,5,7655,0.196,1.54,http://baker-schmidt.com/
CAM1006,search,popup,2025-03-22 12:50:01,cpv,mailchimp,utm_642,seen,0,,CR304,S904,1,4475,0.069,4.14,https://www.smith-williams.com/
CAM1003,social,banner,2025-05-17 21:42:25,cpm,google,utm_128,seen,0,,CR286,S289,3,6610,0.159,3.0,https://shaw.com/
CAM1000,social,text,2025-05-14 15:40:07,cpv,facebook,utm_215,converted,1,7.0,CR501,S300,3,1924,0.123,0.29,http://lewis.com/
CAM1006,search,banner,2025-05-23 00:50:21,cpc,google,utm_264,converted,1,8.0,CR149,S754,1,6909,0.038,4.48,http://swanson.com/
CAM1001,search,banner,2025-05-06 12:21:41,cpm,facebook,utm_243,seen,0,,CR331,S690,5,2986,0.168,1.38,https://www.lucas-potts.com/
CAM1007,email,video,2025-03-10 15:45:30,cpm,facebook,utm_250,seen,0,,CR263,S696,5,1368,0.087,4.49,http://sandoval.com/
CAM1003,search,text,2025-04-10 08:21:41,cpm,facebook,utm_413,seen,0,,CR674,S441,3,7792,0.115,3.7,http://daniel.com/
CAM1004,display,video,2025-05-14 06:47:42,cpv,linkedin,utm_873,converted,1,2.0,CR885,S597,1,9562,0.059,4.32,https://holt.com/
CAM1001,display,popup,2025-05-24 18:45:10,cpm,linkedin,utm_834,converted,1,15.0,CR626,S125,3,5031,0.019,0.86,http://www.jones.com/
CAM1004,email,text,2025-03-12 00:10:22,cpc,facebook,utm_248,seen,0,,CR842,S450,2,5883,0.025,2.57,https://mason.info/
CAM1003,email,video,2025-04-19 14:12:09,cpc,google,utm_833,converted,1,23.0,CR489,S859,1,7077,0.032,4.96,http://mendez.com/
CAM1003,social,video,2025-04-04 07:06:33,cpv,facebook,utm_530,seen,0,,CR313,S795,2,9917,0.033,3.95,http://gardner.com/
CAM1001,social,banner,2025-05-28 10:35:50,cpc,linkedin,utm_813,seen,0,,CR406,S799,2,5299,0.18,1.29,http://www.thomas.net/
CAM1004,search,text,2025-05-19 03:35:43,cpc,linkedin,utm_279,seen,0,,CR395,S320,2,2691,0.059,2.47,http://bell.biz/
CAM1002,email,video,2025-03-11 01:20:02,cpm,mailchimp,utm_979,clicked,0,,CR420,S263,1,3148,0.068,1.57,https://www.lee.info/
CAM1003,display,banner,2025-05-15 02:18:01,cpm,linkedin,utm_869,seen,0,,CR579,S982,1,1566,0.142,1.75,http://www.peck.info/
CAM1005,search,text,2025-04-07 14:25:03,cpm,facebook,utm_702,converted,1,37.0,CR571,S265,1,3939,0.195,3.56,https://yoder.info/
CAM1000,email,banner,2025-03-19 06:15:33,cpc,linkedin,utm_834,clicked,0,,CR405,S204,5,2718,0.118,3.37,http://huerta.com/
CAM1001,display,banner,2025-04-10 08:15:49,cpc,google,utm_368,converted,1,39.0,CR848,S207,1,1570,0.118,3.48,http://miller-cameron.org/
CAM1006,social,banner,2025-04-20 12:53:09,cpv,facebook,utm_349,seen,0,,CR942,S666,3,8067,0.074,2.23,http://www.snyder-ferrell.com/
CAM1002,social,text,2025-03-12 15:02:41,cpv,linkedin,utm_319,seen,0,,CR208,S713,2,3375,0.115,1.93,http://collins.com/
CAM1006,search,popup,2025-03-04 18:44:02,cpm,linkedin,utm_646,clicked,0,,CR391,S525,3,3474,0.118,4.51,http://www.ortega-murillo.com/
CAM1002,search,text,2025-05-19 04:42:11,cpm,mailchimp,utm_741,seen,0,,CR600,S513,3,6319,0.13,4.68,https://www.morgan-jenkins.com/
CAM1005,social,video,2025-04-21 13:13:54,cpc,linkedin,utm_414,seen,0,,CR477,S992,4,9414,0.044,2.53,https://www.parker-evans.com/
CAM1005,social,video,2025-03-03 12:55:43,cpc,linkedin,utm_289,seen,0,,CR393,S675,1,1058,0.089,1.38,https://joseph.net/
CAM1006,social,popup,2025-04-28 12:52:25,cpm,linkedin,utm_202,seen,0,,CR723,S390,3,5488,0.113,1.74,http://davis.com/
CAM1003,search,popup,2025-03-31 21:43:12,cpv,facebook,utm_639,converted,1,19.0,CR609,S851,5,3534,0.152,0.76,http://www.lewis.com/
CAM1004,display,popup,2025-03-31 05:49:15,cpv,facebook,utm_625,seen,0,,CR456,S718,4,3687,0.128,1.82,http://barrett.com/
CAM1003,display,text,2025-03-31 06:45:41,cpc,linkedin,utm_497,clicked,0,,CR473,S455,3,2565,0.084,0.98,https://www.cook.com/
CAM1005,social,popup,2025-04-27 02:50:53,cpm,facebook,utm_938,seen,0,,CR892,S220,4,2460,0.049,2.71,http://www.williams-pacheco.biz/
CAM1005,search,popup,2025-04-22 14:52:07,cpm,facebook,utm_767,seen,0,,CR464,S869,5,7104,0.136,2.64,http://garza.com/
CAM1002,search,banner,2025-03-08 23:05:40,cpv,linkedin,utm_519,seen,0,,CR842,S373,4,9491,0.135,1.98,https://www.wong.com/
CAM1001,display,video,2025-05-01 05:57:40,cpc,google,utm_507,seen,0,,CR595,S278,4,3201,0.176,3.8,http://daniel.com/
CAM1006,search,banner,2025-05-11 15:20:32,cpv,linkedin,utm_642,converted,1,38.0,CR386,S415,3,5814,0.115,2.9,http://maldonado.org/
CAM1006,search,banner,2025-05-17 03:41:39,cpv,mailchimp,utm_124,clicked,0,,CR917,S559,1,2860,0.074,1.21,http://young.biz/
CAM1003,search,banner,2025-03-19 16:29:30,cpm,mailchimp,utm_382,converted,1,43.0,CR998,S834,3,1142,0.192,1.55,https://sullivan.biz/
CAM1006,search,popup,2025-05-28 10:11:33,cpv,linkedin,utm_849,clicked,0,,CR477,S768,4,7703,0.106,4.69,https://jensen.biz/
CAM1007,email,video,2025-03-25 18:11:29,cpc,google,utm_906,seen,0,,CR653,S506,1,5122,0.067,0.39,https://www.sullivan.com/
CAM1006,display,banner,2025-05-07 02:50:44,cpc,mailchimp,utm_430,seen,0,,CR411,S237,2,6546,0.143,0.78,http://www.carpenter.com/
CAM1004,display,video,2025-03-23 09:55:57,cpm,linkedin,utm_835,converted,1,5.0,CR185,S585,5,1659,0.103,0.71,http://www.jones.com/
CAM1001,search,banner,2025-03-11 22:24:30,cpc,linkedin,utm_988,seen,0,,CR396,S479,3,2866,0.034,3.62,http://www.rodriguez.com/
CAM1000,email,text,2025-03-21 00:47:30,cpv,facebook,utm_408,seen,0,,CR677,S874,5,8460,0.159,2.78,https://www.ramsey.com/
CAM1004,search,text,2025-04-01 13:33:53,cpm,mailchimp,utm_834,seen,0,,CR805,S766,2,6000,0.195,3.49,https://stone.com/
CAM1006,email,text,2025-03-21 01:50:08,cpm,facebook,utm_363,converted,1,22.0,CR271,S912,1,9984,0.066,0.68,https://berg.com/
CAM1006,display,text,2025-04-17 13:34:50,cpc,facebook,utm_813,clicked,0,,CR237,S343,3,5553,0.02,1.19,https://williams-smith.info/
CAM1004,search,text,2025-03-16 09:34:36,cpm,linkedin,utm_394,seen,0,,CR307,S410,5,2901,0.025,4.27,http://www.ellis.com/
CAM1002,email,text,2025-03-14 15:50:59,cpm,google,utm_687,seen,0,,CR869,S784,5,4585,0.096,4.03,https://simmons.info/
CAM1002,email,popup,2025-05-16 06:48:09,cpc,google,utm_757,seen,0,,CR723,S621,3,5036,0.065,0.88,http://turner-walker.com/
CAM1007,email,text,2025-05-06 20:09:36,cpm,google,utm_366,seen,0,,CR449,S775,1,6125,0.151,0.14,https://nelson-castillo.info/
CAM1003,search,popup,2025-05-27 20:21:07,cpv,google,utm_822,seen,0,,CR546,S868,4,1724,0.186,2.66,http://www.brewer.com/
CAM1000,email,popup,2025-04-23 13:39:45,cpc,mailchimp,utm_816,seen,0,,CR420,S461,3,3110,0.17,4.54,http://www.griffith-boyd.com/
CAM1001,search,video,2025-03-27 09:22:05,cpv,linkedin,utm_766,clicked,0,,CR527,S839,2,6330,0.02,2.65,https://brown.com/
CAM1005,search,text,2025-05-27 06:17:56,cpv,linkedin,utm_749,seen,0,,CR874,S208,1,5317,0.022,2.2,https://todd.net/
CAM1000,email,banner,2025-05-23 02:16:31,cpv,linkedin,utm_972,seen,0,,CR981,S856,4,3735,0.08,3.03,http://smith.net/
CAM1002,social,banner,2025-04-10 18:01:58,cpc,facebook,utm_186,converted,1,30.0,CR247,S465,3,7057,0.146,3.88,https://www.lee-rodriguez.com/
CAM1005,search,video,2025-05-09 23:46:26,cpc,google,utm_809,seen,0,,CR388,S971,2,4696,0.02,4.16,https://ballard.org/
CAM1007,social,video,2025-04-24 21:02:52,cpv,mailchimp,utm_624,seen,0,,CR774,S626,5,5324,0.112,2.59,https://www.ruiz-gonzalez.com/
CAM1006,social,banner,2025-04-01 12:38:27,cpm,mailchimp,utm_132,converted,1,23.0,CR176,S669,2,5564,0.05,2.12,http://ruiz-allen.com/
CAM1000,search,video,2025-04-17 21:07:26,cpv,facebook,utm_726,clicked,0,,CR931,S478,1,3213,0.066,3.62,http://smith.com/
CAM1001,social,text,2025-03-23 10:58:42,cpc,mailchimp,utm_473,seen,0,,CR792,S341,3,2551,0.173,2.54,https://www.mcdonald.com/
CAM1006,display,text,2025-03-10 23:06:38,cpv,google,utm_560,seen,0,,CR182,S780,1,5603,0.072,4.34,https://www.rojas.com/
CAM1002,search,banner,2025-03-10 09:41:28,cpc,linkedin,utm_795,seen,0,,CR796,S719,5,8954,0.133,4.77,http://hull.com/
CAM1007,search,text,2025-03-28 05:24:17,cpc,linkedin,utm_168,converted,1,26.0,CR526,S185,2,7932,0.144,3.72,https://www.peterson.org/
CAM1005,social,banner,2025-03-12 12:46:31,cpm,google,utm_989,clicked,0,,CR486,S688,2,1742,0.026,3.07,http://herrera.com/
CAM1005,display,banner,2025-04-16 05:11:21,cpv,mailchimp,utm_611,clicked,0,,CR282,S125,4,4026,0.107,3.38,https://www.todd.info/
CAM1003,email,banner,2025-05-19 07:54:01,cpv,mailchimp,utm_560,seen,0,,CR217,S361,1,8231,0.187,4.92,http://garcia-gordon.com/
CAM1002,social,popup,2025-05-29 18:57:57,cpm,facebook,utm_625,seen,0,,CR949,S289,3,3240,0.195,1.97,https://www.horton-michael.info/
CAM1001,search,video,2025-04-24 00:14:32,cpc,facebook,utm_312,seen,0,,CR484,S471,1,8468,0.025,4.18,http://www.davis.com/
CAM1004,social,text,2025-03-19 16:39:41,cpc,facebook,utm_469,seen,0,,CR650,S317,4,2359,0.102,2.89,http://www.mclaughlin.com/
CAM1005,display,popup,2025-03-20 00:22:39,cpm,facebook,utm_102,clicked,0,,CR757,S201,3,1133,0.199,0.3,http://www.phillips.info/
CAM1003,email,popup,2025-03-22 21:44:41,cpm,facebook,utm_376,seen,0,,CR676,S201,1,5879,0.029,3.29,http://www.swanson.com/
CAM1004,search,text,2025-04-05 14:20:19,cpv,facebook,utm_263,seen,0,,CR330,S186,5,4561,0.147,1.52,https://watts.info/
CAM1001,display,banner,2025-04-06 17:00:16,cpm,mailchimp,utm_157,seen,0,,CR682,S225,2,5421,0.147,1.98,http://www.johnson-thompson.biz/
CAM1001,display,popup,2025-03-11 12:52:48,cpv,linkedin,utm_648,seen,0,,CR649,S254,1,4095,0.193,4.08,http://www.jones.com/
CAM1005,search,popup,2025-04-12 04:44:03,cpm,mailchimp,utm_598,clicked,0,,CR708,S831,3,9731,0.199,3.91,http://www.reeves-reeves.net/
CAM1007,social,banner,2025-05-27 11:16:53,cpc,linkedin,utm_330,clicked,0,,CR945,S381,1,7734,0.013,4.56,https://poole.net/
CAM1004,email,text,2025-05-04 03:06:55,cpc,linkedin,utm_360,seen,0,,CR956,S606,5,9001,0.034,4.95,http://jackson-copeland.info/
CAM1001,social,video,2025-03-28 02:31:32,cpc,google,utm_146,clicked,0,,CR380,S705,3,4806,0.178,4.26,https://lewis.com/
CAM1002,search,video,2025-03-20 01:20:29,cpv,google,utm_663,clicked,0,,CR207,S739,2,3864,0.17,3.42,https://barton-marshall.com/
CAM1002,email,banner,2025-05-24 22:15:22,cpm,linkedin,utm_927,seen,0,,CR283,S207,5,4248,0.153,4.55,http://www.hall.net/
CAM1005,email,video,2025-05-23 05:21:51,cpv,mailchimp,utm_490,seen,0,,CR745,S183,4,6133,0.192,1.57,http://blankenship-carpenter.com/
CAM1006,search,text,2025-03-06 03:06:24,cpm,facebook,utm_973,clicked,0,,CR754,S551,3,7254,0.125,1.86,http://www.allen.net/
CAM1000,email,popup,2025-05-23 07:59:28,cpv,google,utm_346,seen,0,,CR552,S605,4,9687,0.107,3.81,http://www.tran.com/
CAM1007,search,popup,2025-03-26 08:30:02,cpc,google,utm_654,clicked,0,,CR290,S698,3,9670,0.158,2.0,https://www.williams.com/
CAM1002,social,banner,2025-03-14 13:33:12,cpm,google,utm_317,clicked,0,,CR475,S747,2,9636,0.197,2.4,http://www.hernandez.net/
CAM1006,social,video,2025-03-08 18:46:44,cpv,facebook,utm_663,clicked,0,,CR809,S643,3,7671,0.152,1.94,https://maldonado.com/
CAM1005,display,banner,2025-03-04 05:08:34,cpm,linkedin,utm_764,clicked,0,,CR328,S736,4,9961,0.049,3.45,http://www.vazquez.com/
CAM1006,social,popup,2025-04-01 07:28:17,cpc,mailchimp,utm_784,seen,0,,CR507,S979,2,4999,0.157,2.36,http://www.watts.com/
CAM1001,social,video,2025-04-12 14:53:43,cpc,linkedin,utm_764,clicked,0,,CR556,S928,3,5645,0.199,0.16,https://www.goodman.com/
CAM1002,display,text,2025-03-31 08:58:45,cpm,mailchimp,utm_555,seen,0,,CR227,S252,5,6037,0.062,1.35,https://www.brewer.com/
CAM1002,search,text,2025-04-22 23:44:54,cpc,mailchimp,utm_871,clicked,0,,CR313,S285,3,9819,0.169,2.52,http://henry-kent.com/
CAM1005,display,popup,2025-03-15 14:52:13,cpv,facebook,utm_998,converted,1,40.0,CR832,S633,4,1147,0.188,0.89,http://howell.com/
CAM1003,search,text,2025-04-19 05:43:49,cpm,linkedin,utm_469,converted,1,26.0,CR585,S471,4,8405,0.139,3.61,https://williams.com/
CAM1005,display,banner,2025-05-04 06:39:29,cpc,facebook,utm_898,converted,1,3.0,CR671,S939,5,8057,0.072,2.86,https://www.reed-peterson.com/
CAM1007,email,popup,2025-05-10 06:48:26,cpv,mailchimp,utm_253,clicked,0,,CR409,S996,4,9965,0.129,4.28,https://www.gray-martinez.biz/
CAM1003,social,video,2025-03-15 11:49:53,cpv,google,utm_417,clicked,0,,CR983,S156,5,9728,0.106,2.98,https://www.wood-williams.com/
CAM1000,email,text,2025-05-19 18:24:57,cpv,mailchimp,utm_352,seen,0,,CR228,S141,4,8588,0.041,4.37,http://williams.com/
CAM1000,display,banner,2025-04-09 11:45:14,cpc,linkedin,utm_492,seen,0,,CR221,S902,4,1919,0.151,1.03,http://www.guzman-mendez.info/
CAM1000,search,popup,2025-04-30 00:15:23,cpc,linkedin,utm_744,clicked,0,,CR374,S654,1,7031,0.116,3.54,https://www.osborne.net/
CAM1005,social,text,2025-03-18 22:32:13,cpv,linkedin,utm_493,clicked,0,,CR944,S229,3,5497,0.12,2.77,http://www.adams.com/
CAM1002,email,popup,2025-05-24 00:10:54,cpc,linkedin,utm_871,seen,0,,CR610,S752,1,6772,0.091,4.56,https://martinez.com/
CAM1002,search,text,2025-03-26 09:35:25,cpc,mailchimp,utm_126,seen,0,,CR985,S996,4,9375,0.027,1.28,https://www.fry.net/
CAM1005,email,video,2025-03-19 19:43:03,cpc,google,utm_174,seen,0,,CR699,S488,3,3127,0.095,2.26,https://www.holland.com/
CAM1001,social,text,2025-03-14 17:43:16,cpm,linkedin,utm_945,seen,0,,CR500,S845,4,5905,0.14,2.93,https://jackson.com/
CAM1005,email,text,2025-04-09 13:52:22,cpc,linkedin,utm_502,seen,0,,CR671,S525,3,1324,0.102,1.42,https://www.sanchez.com/
CAM1007,search,popup,2025-04-05 18:05:59,cpm,linkedin,utm_701,converted,1,14.0,CR897,S811,3,6513,0.159,3.64,https://www.collins.com/
CAM1006,search,text,2025-04-14 20:27:25,cpv,google,utm_172,converted,1,19.0,CR860,S489,5,1394,0.041,4.76,http://dougherty-welch.com/
CAM1007,email,text,2025-04-04 10:27:18,cpc,linkedin,utm_688,clicked,0,,CR147,S251,3,7631,0.106,4.47,https://lopez.com/
CAM1004,display,text,2025-04-03 00:05:45,cpm,google,utm_480,seen,0,,CR484,S583,4,4554,0.149,3.24,http://chung.com/
CAM1004,search,text,2025-05-04 22:06:03,cpv,mailchimp,utm_207,converted,1,19.0,CR261,S189,3,6024,0.192,1.8,http://parker-conner.com/
CAM1007,search,popup,2025-04-19 19:19:49,cpc,facebook,utm_662,seen,0,,CR781,S640,3,2433,0.135,4.1,http://www.rodriguez.net/
CAM1005,display,banner,2025-03-18 07:49:45,cpc,google,utm_685,seen,0,,CR717,S623,5,6134,0.041,1.31,https://compton.com/
CAM1002,email,banner,2025-05-05 09:46:58,cpv,google,utm_515,seen,0,,CR643,S402,1,4216,0.118,1.88,https://www.mcdaniel-brown.com/
CAM1005,social,text,2025-03-24 04:29:03,cpv,mailchimp,utm_706,seen,0,,CR547,S880,5,1266,0.192,4.53,http://www.booker.com/
CAM1005,search,popup,2025-05-20 10:36:16,cpm,facebook,utm_625,seen,0,,CR968,S779,4,3824,0.108,3.04,https://martinez.com/
CAM1007,display,popup,2025-03-09 17:50:58,cpv,facebook,utm_702,clicked,0,,CR161,S525,2,7240,0.059,0.94,http://owens.com/
CAM1000,social,banner,2025-04-28 21:08:45,cpc,mailchimp,utm_815,converted,1,46.0,CR298,S876,2,6370,0.087,3.08,http://www.davis.com/
CAM1004,social,banner,2025-04-09 07:42:20,cpm,facebook,utm_246,seen,0,,CR394,S132,1,8599,0.076,4.7,https://www.khan.com/
CAM1005,social,text,2025-03-09 03:25:13,cpv,facebook,utm_127,clicked,0,,CR197,S124,4,4035,0.083,1.68,https://davis-yu.biz/
CAM1002,email,popup,2025-05-15 14:59:58,cpm,linkedin,utm_329,converted,1,31.0,CR368,S922,3,1287,0.154,2.42,http://www.clark.com/
CAM1005,email,banner,2025-04-26 21:41:21,cpm,facebook,utm_250,converted,1,41.0,CR425,S382,3,7037,0.08,3.45,http://rodriguez-anderson.org/
CAM1003,search,banner,2025-04-20 20:42:17,cpv,mailchimp,utm_884,seen,0,,CR982,S450,3,8832,0.028,0.48,http://www.bennett.com/
CAM1005,display,text,2025-05-10 19:18:05,cpv,facebook,utm_643,seen,0,,CR723,S458,2,6031,0.149,2.68,https://www.velez.com/
CAM1001,email,text,2025-04-08 00:52:12,cpm,google,utm_667,converted,1,4.0,CR406,S510,2,5225,0.028,0.99,https://blackwell.com/
CAM1003,search,popup,2025-04-28 14:42:10,cpv,google,utm_810,clicked,0,,CR261,S344,3,6753,0.177,3.05,http://www.fowler.com/
CAM1003,display,popup,2025-03-22 22:15:17,cpv,facebook,utm_143,seen,0,,CR615,S310,5,5543,0.097,3.77,http://woods.biz/
CAM1001,email,text,2025-03-19 21:41:51,cpm,mailchimp,utm_853,converted,1,15.0,CR133,S204,2,6294,0.106,4.23,http://www.obrien.com/
CAM1003,social,text,2025-03-08 03:16:15,cpm,linkedin,utm_927,seen,0,,CR580,S256,5,1133,0.175,4.61,http://rogers-barnes.com/
CAM1002,email,video,2025-03-25 18:32:10,cpc,google,utm_761,seen,0,,CR327,S170,2,1727,0.114,2.92,http://stone.com/
CAM1002,email,popup,2025-05-20 13:04:07,cpc,mailchimp,utm_726,seen,0,,CR987,S356,1,2327,0.175,1.07,https://www.young-walls.biz/
CAM1005,search,banner,2025-04-12 06:29:18,cpm,google,utm_240,converted,1,5.0,CR547,S502,2,7626,0.025,2.56,http://www.francis.com/
CAM1001,display,popup,2025-03-05 02:14:11,cpm,google,utm_962,converted,1,2.0,CR862,S209,4,7712,0.163,4.31,http://www.dyer.org/
CAM1006,email,video,2025-03-09 13:56:23,cpm,mailchimp,utm_889,clicked,0,,CR119,S373,3,9448,0.196,1.4,http://cohen.com/
CAM1001,search,popup,2025-05-12 08:21:06,cpm,mailchimp,utm_354,clicked,0,,CR749,S675,4,3599,0.17,3.08,http://www.saunders.com/
CAM1002,email,popup,2025-04-04 13:03:47,cpv,mailchimp,utm_222,converted,1,3.0,CR694,S763,3,3121,0.014,0.28,http://pierce.info/
CAM1002,email,popup,2025-04-11 05:05:42,cpm,google,utm_470,seen,0,,CR198,S342,5,8439,0.02,1.04,http://www.guerra.com/
CAM1005,email,video,2025-03-24 12:08:02,cpm,linkedin,utm_266,seen,0,,CR669,S687,1,6536,0.042,1.47,https://www.galloway.com/
CAM1000,social,banner,2025-04-16 07:13:37,cpc,mailchimp,utm_953,converted,1,38.0,CR193,S897,2,6405,0.162,2.48,http://lewis.com/
CAM1003,search,video,2025-04-29 15:54:31,cpm,google,utm_175,seen,0,,CR913,S352,3,8336,0.109,2.4,http://www.estrada.com/
CAM1003,display,banner,2025-04-28 19:20:29,cpv,facebook,utm_669,converted,1,14.0,CR399,S924,1,2185,0.185,4.07,http://carpenter.org/
CAM1004,search,popup,2025-03-18 15:34:24,cpv,linkedin,utm_824,seen,0,,CR718,S285,5,1025,0.086,3.2,http://aguilar-martin.org/
CAM1007,search,banner,2025-05-08 13:28:33,cpc,linkedin,utm_166,clicked,0,,CR799,S330,2,1314,0.089,4.3,https://phillips.org/
CAM1006,email,text,2025-05-12 10:21:01,cpm,facebook,utm_890,converted,1,30.0,CR361,S768,5,3172,0.116,4.6,https://www.phillips.biz/
CAM1004,display,text,2025-05-01 19:47:52,cpm,facebook,utm_303,seen,0,,CR246,S521,2,6931,0.082,4.78,http://www.cunningham-phillips.net/
CAM1007,search,banner,2025-05-26 03:38:54,cpm,facebook,utm_339,seen,0,,CR833,S232,4,5340,0.097,1.56,https://www.zamora.com/
CAM1004,social,video,2025-05-21 11:26:45,cpc,facebook,utm_173,converted,1,41.0,CR549,S390,5,3643,0.023,2.92,http://parsons.biz/
CAM1006,search,video,2025-04-24 18:01:03,cpv,linkedin,utm_818,seen,0,,CR618,S563,3,4471,0.186,3.87,http://lyons.biz/
CAM1001,search,text,2025-05-02 03:51:57,cpm,mailchimp,utm_936,seen,0,,CR724,S922,4,6812,0.111,1.03,http://compton-johnson.info/
CAM1002,display,text,2025-03-17 21:15:01,cpm,google,utm_145,clicked,0,,CR832,S481,1,4620,0.173,3.25,http://hahn.com/
CAM1004,search,text,2025-04-01 15:07:04,cpc,google,utm_458,clicked,0,,CR474,S595,3,4990,0.162,0.56,https://www.taylor.com/
CAM1005,search,text,2025-05-20 09:24:41,cpm,facebook,utm_985,clicked,0,,CR180,S116,3,9812,0.148,2.63,http://clay-wilson.com/
CAM1006,social,banner,2025-05-27 14:23:29,cpc,mailchimp,utm_243,converted,1,23.0,CR133,S210,2,2431,0.016,3.82,https://dunn.biz/
CAM1004,email,popup,2025-04-27 07:59:34,cpv,google,utm_831,clicked,0,,CR530,S298,4,3760,0.087,1.46,https://www.guerrero-davis.net/
CAM1007,search,banner,2025-04-07 03:08:07,cpv,facebook,utm_725,converted,1,22.0,CR687,S774,5,5002,0.165,0.89,https://mccoy-mclean.com/
CAM1005,display,popup,2025-03-02 10:47:47,cpv,linkedin,utm_383,seen,0,,CR200,S611,2,4887,0.061,2.3,https://powers.com/
CAM1005,display,popup,2025-05-14 10:03:12,cpv,linkedin,utm_770,seen,0,,CR213,S712,2,9808,0.159,0.68,http://rogers.com/
CAM1001,display,text,2025-05-15 11:03:02,cpm,google,utm_145,clicked,0,,CR938,S280,4,6857,0.022,2.41,https://hernandez.net/
CAM1002,email,banner,2025-03-27 09:34:34,cpm,mailchimp,utm_441,converted,1,15.0,CR928,S986,4,8107,0.071,4.31,http://www.mendoza.com/
